Spoken	Count	Coverage	Cummulative
rolled	15	0.0000	0.9970
rigmarole	15	0.0000	0.9970
rife	15	0.0000	0.9970
rick	15	0.0000	0.9970
richly	15	0.0000	0.9970
rho	15	0.0000	0.9970
reverence	15	0.0000	0.9970
reusable	15	0.0000	0.9970
resurgence	15	0.0000	0.9971
resettlement	15	0.0000	0.9971
repute	15	0.0000	0.9971
repulsive	15	0.0000	0.9971
reptile	15	0.0000	0.9971
reposition	15	0.0000	0.9971
repel	15	0.0000	0.9971
repatriation	15	0.0000	0.9971
renounce	15	0.0000	0.9971
renaissance	15	0.0000	0.9971
remodeling	15	0.0000	0.9971
reminiscence	15	0.0000	0.9971
rehouse	15	0.0000	0.9971
reformation	15	0.0000	0.9971
rediscover	15	0.0000	0.9971
reconstitute	15	0.0000	0.9971
recapture	15	0.0000	0.9971
reassert	15	0.0000	0.9971
readjust	15	0.0000	0.9971
racemic	15	0.0000	0.9971
quorum	15	0.0000	0.9971
pu-	15	0.0000	0.9971
proprietor	15	0.0000	0.9971
prominence	15	0.0000	0.9971
procrastinate	15	0.0000	0.9971
prima	15	0.0000	0.9971
pre-industrial	15	0.0000	0.9971
predominately	15	0.0000	0.9971
predestination	15	0.0000	0.9971
pratt	15	0.0000	0.9971
potion	15	0.0000	0.9971
post-graduate	15	0.0000	0.9971
ploidy	15	0.0000	0.9971
play-off	15	0.0000	0.9971
plait	15	0.0000	0.9971
pinny	15	0.0000	0.9971
personalise	15	0.0000	0.9971
persecution	15	0.0000	0.9971
peroxide	15	0.0000	0.9971
permeate	15	0.0000	0.9971
pedantic	15	0.0000	0.9971
paved	15	0.0000	0.9971
patterning	15	0.0000	0.9971
patronage	15	0.0000	0.9971
patiently	15	0.0000	0.9971
parlance	15	0.0000	0.9971
parenthood	15	0.0000	0.9971
paraphernalia	15	0.0000	0.9971
paradoxical	15	0.0000	0.9971
palatable	15	0.0000	0.9971
paediatric	15	0.0000	0.9971
outwards	15	0.0000	0.9971
osteoporosis	15	0.0000	0.9971
orthopaedics	15	0.0000	0.9971
opportunist	15	0.0000	0.9971
oo	15	0.0000	0.9971
ones	15	0.0000	0.9971
numerator	15	0.0000	0.9971
nu	15	0.0000	0.9971
nozzle	15	0.0000	0.9971
notional	15	0.0000	0.9971
northbound	15	0.0000	0.9971
nondisjunction	15	0.0000	0.9971
newsweek	15	0.0000	0.9971
neurosis	15	0.0000	0.9971
necessitate	15	0.0000	0.9971
nebulous	15	0.0000	0.9971
neatness	15	0.0000	0.9971
narrowing	15	0.0000	0.9971
narration	15	0.0000	0.9971
naïve	15	0.0000	0.9971
mystify	15	0.0000	0.9971
mysticism	15	0.0000	0.9971
mutton	15	0.0000	0.9971
municipality	15	0.0000	0.9971
motorize	15	0.0000	0.9971
morbidity	15	0.0000	0.9971
moralistic	15	0.0000	0.9971
monopolist	15	0.0000	0.9971
mite	15	0.0000	0.9971
misfortune	15	0.0000	0.9971
minuscule	15	0.0000	0.9971
millisecond	15	0.0000	0.9971
mick	15	0.0000	0.9971
mem	15	0.0000	0.9971
mediator	15	0.0000	0.9971
masterpiece	15	0.0000	0.9971
masse	15	0.0000	0.9971
marge	15	0.0000	0.9971
magpie	15	0.0000	0.9971
louvre	15	0.0000	0.9971
lop	15	0.0000	0.9971
loony	15	0.0000	0.9971
locust	15	0.0000	0.9971
locksmith	15	0.0000	0.9971
linseed	15	0.0000	0.9971
like-minded	15	0.0000	0.9971
lifter	15	0.0000	0.9971
layover	15	0.0000	0.9971
lavish	15	0.0000	0.9971
lava	15	0.0000	0.9971
laurel	15	0.0000	0.9971
lary	15	0.0000	0.9971
lament	15	0.0000	0.9971
kirk	15	0.0000	0.9971
kick-off	15	0.0000	0.9971
jock	15	0.0000	0.9971
jo	15	0.0000	0.9971
jetty	15	0.0000	0.9971
intrusive	15	0.0000	0.9971
intrinsically	15	0.0000	0.9971
intoxicate	15	0.0000	0.9971
intertextuality	15	0.0000	0.9971
interlocutor	15	0.0000	0.9971
interject	15	0.0000	0.9971
interchangeably	15	0.0000	0.9971
insurability	15	0.0000	0.9971
instrumentation	15	0.0000	0.9971
insistent	15	0.0000	0.9971
infra	15	0.0000	0.9971
inflection	15	0.0000	0.9971
infinitive	15	0.0000	0.9971
infest	15	0.0000	0.9971
inductive	15	0.0000	0.9971
indie	15	0.0000	0.9971
inaugurate	15	0.0000	0.9971
imprecise	15	0.0000	0.9971
hypnotize	15	0.0000	0.9971
hunky-dory	15	0.0000	0.9971
humiliation	15	0.0000	0.9971
hospitable	15	0.0000	0.9971
horticulture	15	0.0000	0.9971
homologous	15	0.0000	0.9971
homogenous	15	0.0000	0.9971
homeland	15	0.0000	0.9971
histamine	15	0.0000	0.9971
high-powered	15	0.0000	0.9971
hellish	15	0.0000	0.9971
hel	15	0.0000	0.9971
heavyweight	15	0.0000	0.9971
headband	15	0.0000	0.9971
handyman	15	0.0000	0.9971
gubernatorial	15	0.0000	0.9971
grrr	15	0.0000	0.9971
grounding	15	0.0000	0.9971
grazing	15	0.0000	0.9971
governess	15	0.0000	0.9971
gotcha	15	0.0000	0.9971
goddess	15	0.0000	0.9971
gobble	15	0.0000	0.9971
glider	15	0.0000	0.9971
generational	15	0.0000	0.9971
gasworks	15	0.0000	0.9971
funk	15	0.0000	0.9971
funder	15	0.0000	0.9971
full-fledged	15	0.0000	0.9971
fresher	15	0.0000	0.9971
fre	15	0.0000	0.9971
frais	15	0.0000	0.9971
fractional	15	0.0000	0.9971
fourpence	15	0.0000	0.9971
forewarn	15	0.0000	0.9971
forerunner	15	0.0000	0.9971
fondue	15	0.0000	0.9971
flaunt	15	0.0000	0.9971
flabby	15	0.0000	0.9971
fizzle	15	0.0000	0.9971
fizz	15	0.0000	0.9971
filtration	15	0.0000	0.9971
fennel	15	0.0000	0.9971
fellah	15	0.0000	0.9971
farmyard	15	0.0000	0.9971
farcical	15	0.0000	0.9971
fantastically	15	0.0000	0.9971
fanatical	15	0.0000	0.9971
fait	15	0.0000	0.9971
extinct	15	0.0000	0.9971
expansive	15	0.0000	0.9971
exothermic	15	0.0000	0.9971
ex-boyfriend	15	0.0000	0.9971
everlasting	15	0.0000	0.9971
eventful	15	0.0000	0.9971
ethnically	15	0.0000	0.9971
ethanol	15	0.0000	0.9971
espouse	15	0.0000	0.9971
equating	15	0.0000	0.9971
enrolment	15	0.0000	0.9972
engross	15	0.0000	0.9972
empirically	15	0.0000	0.9972
embroider	15	0.0000	0.9972
ele	15	0.0000	0.9972
eff	15	0.0000	0.9972
ecstatic	15	0.0000	0.9972
echelon	15	0.0000	0.9972
eagerly	15	0.0000	0.9972
dustman	15	0.0000	0.9972
dupe	15	0.0000	0.9972
duffel	15	0.0000	0.9972
drumstick	15	0.0000	0.9972
drive-in	15	0.0000	0.9972
dramas	15	0.0000	0.9972
doh	15	0.0000	0.9972
divided	15	0.0000	0.9972
distillery	15	0.0000	0.9972
dissemination	15	0.0000	0.9972
disproportionate	15	0.0000	0.9972
disconcert	15	0.0000	0.9972
disapproval	15	0.0000	0.9972
dipstick	15	0.0000	0.9972
dif-	15	0.0000	0.9972
dicey	15	0.0000	0.9972
dialler	15	0.0000	0.9972
dew	15	0.0000	0.9972
detergent	15	0.0000	0.9972
despondent	15	0.0000	0.9972
deference	15	0.0000	0.9972
def	15	0.0000	0.9972
declaw	15	0.0000	0.9972
decanter	15	0.0000	0.9972
dang	15	0.0000	0.9972
cyclical	15	0.0000	0.9972
cyclic	15	0.0000	0.9972
custodial	15	0.0000	0.9972
cupcake	15	0.0000	0.9972
cruiser	15	0.0000	0.9972
crinkly	15	0.0000	0.9972
crest	15	0.0000	0.9972
crematorium	15	0.0000	0.9972
cremate	15	0.0000	0.9972
countryman	15	0.0000	0.9972
coroner	15	0.0000	0.9972
contender	15	0.0000	0.9972
constancy	15	0.0000	0.9972
conquest	15	0.0000	0.9972
connectivity	15	0.0000	0.9972
config	15	0.0000	0.9972
confectionery	15	0.0000	0.9972
conc	15	0.0000	0.9972
computationally	15	0.0000	0.9972
completeness	15	0.0000	0.9972
committal	15	0.0000	0.9972
combustion	15	0.0000	0.9972
collateral	15	0.0000	0.9972
coincidentally	15	0.0000	0.9972
cohesion	15	0.0000	0.9972
cog	15	0.0000	0.9972
cockle	15	0.0000	0.9972
clove	15	0.0000	0.9972
close-up	15	0.0000	0.9972
clicker	15	0.0000	0.9972
clench	15	0.0000	0.9972
cleft	15	0.0000	0.9972
claimant	15	0.0000	0.9972
chronologically	15	0.0000	0.9972
christmassy	15	0.0000	0.9972
choral	15	0.0000	0.9972
childrens	15	0.0000	0.9972
children_yelling	15	0.0000	0.9972
chasing	15	0.0000	0.9972
cervical	15	0.0000	0.9972
causation	15	0.0000	0.9972
catalyze	15	0.0000	0.9972
canny	15	0.0000	0.9972
can-	15	0.0000	0.9972
camaraderie	15	0.0000	0.9972
by-product	15	0.0000	0.9972
busted	15	0.0000	0.9972
buh	15	0.0000	0.9972
buggery	15	0.0000	0.9972
brotherhood	15	0.0000	0.9972
brightly	15	0.0000	0.9972
breathless	15	0.0000	0.9972
braille	15	0.0000	0.9972
br-	15	0.0000	0.9972
bony	15	0.0000	0.9972
bondage	15	0.0000	0.9972
boar	15	0.0000	0.9972
bluey	15	0.0000	0.9972
bloc	15	0.0000	0.9972
beret	15	0.0000	0.9972
benefactor	15	0.0000	0.9972
bec	15	0.0000	0.9972
bazaar	15	0.0000	0.9972
baton	15	0.0000	0.9972
ballgame	15	0.0000	0.9972
baked	15	0.0000	0.9972
backstroke	15	0.0000	0.9972
awaken	15	0.0000	0.9972
autobiographical	15	0.0000	0.9972
as-	15	0.0000	0.9972
aroma	15	0.0000	0.9972
arling	15	0.0000	0.9972
ark	15	0.0000	0.9972
arduous	15	0.0000	0.9972
archaic	15	0.0000	0.9972
aqua	15	0.0000	0.9972
antenatal	15	0.0000	0.9972
anaplerotic	15	0.0000	0.9972
ambience	15	0.0000	0.9972
als	15	0.0000	0.9972
aloe	15	0.0000	0.9972
alibi	15	0.0000	0.9972
aerodrome	15	0.0000	0.9972
adversary	15	0.0000	0.9972
admirer	15	0.0000	0.9972
actu	15	0.0000	0.9972
achiever	15	0.0000	0.9972
abut	15	0.0000	0.9972
abused	15	0.0000	0.9972
abs	15	0.0000	0.9972
zilch	14	0.0000	0.9972
yoke	14	0.0000	0.9972
yearbook	14	0.0000	0.9972
yea-	14	0.0000	0.9972
worldly	14	0.0000	0.9972
woodworm	14	0.0000	0.9972
winsy	14	0.0000	0.9972
wilt	14	0.0000	0.9972
willy-nilly	14	0.0000	0.9972
willful	14	0.0000	0.9972
wiggly	14	0.0000	0.9972
wider	14	0.0000	0.9972
wholemeal	14	0.0000	0.9972
wel	14	0.0000	0.9972
walkies	14	0.0000	0.9972
walkie	14	0.0000	0.9972
walked	14	0.0000	0.9972
wail	14	0.0000	0.9972
vulnerability	14	0.0000	0.9972
v-s-d	14	0.0000	0.9972
volatility	14	0.0000	0.9972
vocalize	14	0.0000	0.9972
visor	14	0.0000	0.9972
vera	14	0.0000	0.9972
ventilator	14	0.0000	0.9972
vagueness	14	0.0000	0.9972
utensil	14	0.0000	0.9972
urinary	14	0.0000	0.9972
untie	14	0.0000	0.9972
unseen	14	0.0000	0.9972
universals	14	0.0000	0.9972
ungrateful	14	0.0000	0.9972
unequivocally	14	0.0000	0.9972
undressed	14	0.0000	0.9972
undeveloped	14	0.0000	0.9972
underwriting	14	0.0000	0.9972
underside	14	0.0000	0.9972
undefined	14	0.0000	0.9972
typeset	14	0.0000	0.9972
two-digit	14	0.0000	0.9972
tun	14	0.0000	0.9972
try-	14	0.0000	0.9972
truncheon	14	0.0000	0.9972
trucking	14	0.0000	0.9972
truant	14	0.0000	0.9972
trite	14	0.0000	0.9972
traumatise	14	0.0000	0.9972
trapezoid	14	0.0000	0.9972
transect	14	0.0000	0.9972
topography	14	0.0000	0.9972
tome	14	0.0000	0.9972
tombola	14	0.0000	0.9972
ting	14	0.0000	0.9972
tieing	14	0.0000	0.9972
thumbnail	14	0.0000	0.9972
three-way	14	0.0000	0.9972
threepenny	14	0.0000	0.9972
thre	14	0.0000	0.9972
thou-	14	0.0000	0.9972
thieve	14	0.0000	0.9972
theorize	14	0.0000	0.9972
testable	14	0.0000	0.9972
tens	14	0.0000	0.9972
telemarketing	14	0.0000	0.9972
tangerine	14	0.0000	0.9972
symbolically	14	0.0000	0.9972
swimmingly	14	0.0000	0.9972
superstore	14	0.0000	0.9973
superpower	14	0.0000	0.9973
sucking	14	0.0000	0.9973
succinctly	14	0.0000	0.9973
succinct	14	0.0000	0.9973
subvert	14	0.0000	0.9973
subsidence	14	0.0000	0.9973
subscales	14	0.0000	0.9973
sub-heading	14	0.0000	0.9973
strut	14	0.0000	0.9973
stottie	14	0.0000	0.9973
storytelling	14	0.0000	0.9973
stocky	14	0.0000	0.9973
stingy	14	0.0000	0.9973
stillage	14	0.0000	0.9973
statistician	14	0.0000	0.9973
stabilizer	14	0.0000	0.9973
squirrels	14	0.0000	0.9973
splodge	14	0.0000	0.9973
spearhead	14	0.0000	0.9973
spacial	14	0.0000	0.9973
souffle	14	0.0000	0.9973
soothing	14	0.0000	0.9973
sommat	14	0.0000	0.9973
sobering	14	0.0000	0.9973
snapper	14	0.0000	0.9973
smug	14	0.0000	0.9973
slush	14	0.0000	0.9973
slime	14	0.0000	0.9973
slapper	14	0.0000	0.9973
sl	14	0.0000	0.9973
sinking	14	0.0000	0.9973
simulator	14	0.0000	0.9973
sickle	14	0.0000	0.9973
shimmer	14	0.0000	0.9973
shackle	14	0.0000	0.9973
sex-linked	14	0.0000	0.9973
semen	14	0.0000	0.9973
semblance	14	0.0000	0.9973
segue	14	0.0000	0.9973
secular	14	0.0000	0.9973
secretive	14	0.0000	0.9973
scrappy	14	0.0000	0.9973
scooper	14	0.0000	0.9973
sch-	14	0.0000	0.9973
scabby	14	0.0000	0.9973
sander	14	0.0000	0.9973
samosas	14	0.0000	0.9973
sachet	14	0.0000	0.9973
run-up	14	0.0000	0.9973
rr	14	0.0000	0.9973
rotor	14	0.0000	0.9973
rightful	14	0.0000	0.9973
re-written	14	0.0000	0.9973
retinopathy	14	0.0000	0.9973
restrained	14	0.0000	0.9973
resourceful	14	0.0000	0.9973
replant	14	0.0000	0.9973
relive	14	0.0000	0.9973
relent	14	0.0000	0.9973
reinvigorate	14	0.0000	0.9973
reformulate	14	0.0000	0.9973
refined	14	0.0000	0.9973
re-election	14	0.0000	0.9973
re-elect	14	0.0000	0.9973
reaper	14	0.0000	0.9973
reallocation	14	0.0000	0.9973
reabsorbed	14	0.0000	0.9973
quoit	14	0.0000	0.9973
pylorus	14	0.0000	0.9973
proverbial	14	0.0000	0.9973
probationer	14	0.0000	0.9973
prefecture	14	0.0000	0.9973
prefect	14	0.0000	0.9973
preemptive	14	0.0000	0.9973
prank	14	0.0000	0.9973
pothole	14	0.0000	0.9973
poser	14	0.0000	0.9973
pom	14	0.0000	0.9973
poli	14	0.0000	0.9973
point-eight	14	0.0000	0.9973
plentiful	14	0.0000	0.9973
playback	14	0.0000	0.9973
plastering	14	0.0000	0.9973
placid	14	0.0000	0.9973
pissy	14	0.0000	0.9973
pic	14	0.0000	0.9973
physiology	14	0.0000	0.9973
phony	14	0.0000	0.9973
phone-in	14	0.0000	0.9973
peso	14	0.0000	0.9973
perineal	14	0.0000	0.9973
pentium	14	0.0000	0.9973
peeling	14	0.0000	0.9973
peculiarity	14	0.0000	0.9973
patty	14	0.0000	0.9973
paternal	14	0.0000	0.9973
participatory	14	0.0000	0.9973
parity	14	0.0000	0.9973
paramecium	14	0.0000	0.9973
pally	14	0.0000	0.9973
paintwork	14	0.0000	0.9973
overt	14	0.0000	0.9973
overshoot	14	0.0000	0.9973
overcook	14	0.0000	0.9973
ov-	14	0.0000	0.9973
optimize	14	0.0000	0.9973
optic	14	0.0000	0.9973
opportune	14	0.0000	0.9973
op-	14	0.0000	0.9973
one-oh-one	14	0.0000	0.9973
omniscient	14	0.0000	0.9973
nusselt	14	0.0000	0.9973
nucleotide	14	0.0000	0.9973
nuclear-free	14	0.0000	0.9973
nourishment	14	0.0000	0.9973
nostril	14	0.0000	0.9973
nosebleed	14	0.0000	0.9973
nongovernmental	14	0.0000	0.9973
non-federal	14	0.0000	0.9973
non-example	14	0.0000	0.9973
ninetieth	14	0.0000	0.9973
newsroom	14	0.0000	0.9973
neutralize	14	0.0000	0.9973
neurological	14	0.0000	0.9973
nearside	14	0.0000	0.9973
narcissistic	14	0.0000	0.9973
naming	14	0.0000	0.9973
nagging	14	0.0000	0.9973
mythic	14	0.0000	0.9973
mouthy	14	0.0000	0.9973
motorcade	14	0.0000	0.9973
mono	14	0.0000	0.9973
mohawk	14	0.0000	0.9973
misspell	14	0.0000	0.9973
misguide	14	0.0000	0.9973
miscalculate	14	0.0000	0.9973
minnow	14	0.0000	0.9973
millionth	14	0.0000	0.9973
millimeter	14	0.0000	0.9973
mete	14	0.0000	0.9973
mein	14	0.0000	0.9973
megadrive	14	0.0000	0.9973
marshall	14	0.0000	0.9973
marina	14	0.0000	0.9973
manly	14	0.0000	0.9973
mange	14	0.0000	0.9973
mafia	14	0.0000	0.9973
lyrical	14	0.0000	0.9973
lycra	14	0.0000	0.9973
lurch	14	0.0000	0.9973
lunar	14	0.0000	0.9973
long-standing	14	0.0000	0.9973
long-	14	0.0000	0.9973
lodgement	14	0.0000	0.9973
lochs	14	0.0000	0.9973
localise	14	0.0000	0.9973
little-	14	0.0000	0.9973
litmus	14	0.0000	0.9973
lintel	14	0.0000	0.9973
lesbianism	14	0.0000	0.9973
leptin	14	0.0000	0.9973
lean-to	14	0.0000	0.9973
leafy	14	0.0000	0.9973
launcher	14	0.0000	0.9973
lather	14	0.0000	0.9973
larva	14	0.0000	0.9973
lac	14	0.0000	0.9973
kindergartner	14	0.0000	0.9973
kicker	14	0.0000	0.9973
kibbutz	14	0.0000	0.9973
k.	14	0.0000	0.9973
juxtaposition	14	0.0000	0.9973
jiggle	14	0.0000	0.9973
irregularity	14	0.0000	0.9973
irregardless	14	0.0000	0.9973
intra	14	0.0000	0.9973
intermittent	14	0.0000	0.9973
interconnect	14	0.0000	0.9973
interchangeable	14	0.0000	0.9973
inoculation	14	0.0000	0.9973
innuendo	14	0.0000	0.9973
innocently	14	0.0000	0.9973
infirmity	14	0.0000	0.9973
industrious	14	0.0000	0.9973
individuation	14	0.0000	0.9973
inclusionary	14	0.0000	0.9973
incite	14	0.0000	0.9973
importer	14	0.0000	0.9973
igloo	14	0.0000	0.9973
ieps	14	0.0000	0.9973
hund	14	0.0000	0.9973
humanist	14	0.0000	0.9973
hulk	14	0.0000	0.9973
hubby	14	0.0000	0.9973
hornet	14	0.0000	0.9973
homogeneous	14	0.0000	0.9973
homeopathic	14	0.0000	0.9973
hilt	14	0.0000	0.9973
hearty	14	0.0000	0.9974
healthwise	14	0.0000	0.9974
haulage	14	0.0000	0.9974
harrow	14	0.0000	0.9974
hardwork	14	0.0000	0.9974
hap-	14	0.0000	0.9974
hand-scored	14	0.0000	0.9974
hammering	14	0.0000	0.9974
haemophiliac	14	0.0000	0.9974
gruesome	14	0.0000	0.9974
grackle	14	0.0000	0.9974
gooey	14	0.0000	0.9974
godly	14	0.0000	0.9974
globalize	14	0.0000	0.9974
glib	14	0.0000	0.9974
getaway	14	0.0000	0.9974
geometrical	14	0.0000	0.9974
genitals	14	0.0000	0.9974
generalisation	14	0.0000	0.9974
gauze	14	0.0000	0.9974
gatherer	14	0.0000	0.9974
garland	14	0.0000	0.9974
gangrene	14	0.0000	0.9974
gab	14	0.0000	0.9974
ga-	14	0.0000	0.9974
futile	14	0.0000	0.9974
fund-raising	14	0.0000	0.9974
full-scale	14	0.0000	0.9974
fu-	14	0.0000	0.9974
frilly	14	0.0000	0.9974
friendliness	14	0.0000	0.9974
freshener	14	0.0000	0.9974
frag	14	0.0000	0.9974
forester	14	0.0000	0.9974
fogey	14	0.0000	0.9974
flak	14	0.0000	0.9974
fiveish	14	0.0000	0.9974
finisher	14	0.0000	0.9974
finicky	14	0.0000	0.9974
finalist	14	0.0000	0.9974
figurative	14	0.0000	0.9974
fiery	14	0.0000	0.9974
fiancée	14	0.0000	0.9974
fender	14	0.0000	0.9974
fel	14	0.0000	0.9974
falsely	14	0.0000	0.9974
faceless	14	0.0000	0.9974
externality	14	0.0000	0.9974
extant	14	0.0000	0.9974
exponent	14	0.0000	0.9974
expeditionary	14	0.0000	0.9974
expanse	14	0.0000	0.9974
eve-	14	0.0000	0.9974
eukaryotic	14	0.0000	0.9974
estimator	14	0.0000	0.9974
espionage	14	0.0000	0.9974
escapism	14	0.0000	0.9974
eraser	14	0.0000	0.9974
epic	14	0.0000	0.9974
entrench	14	0.0000	0.9974
enhancer	14	0.0000	0.9974
endotoxin	14	0.0000	0.9974
endoscopy	14	0.0000	0.9974
encore	14	0.0000	0.9974
enactment	14	0.0000	0.9974
emissary	14	0.0000	0.9974
elector	14	0.0000	0.9974
eject	14	0.0000	0.9974
easel	14	0.0000	0.9974
each-other	14	0.0000	0.9974
dung	14	0.0000	0.9974
droppings	14	0.0000	0.9974
dreary	14	0.0000	0.9974
divulge	14	0.0000	0.9974
disservice	14	0.0000	0.9974
disrespectful	14	0.0000	0.9974
dismissive	14	0.0000	0.9974
dishcloth	14	0.0000	0.9974
disbelieve	14	0.0000	0.9974
directional	14	0.0000	0.9974
diminished	14	0.0000	0.9974
dietician	14	0.0000	0.9974
dia	14	0.0000	0.9974
deplore	14	0.0000	0.9974
democratically-elected	14	0.0000	0.9974
deflect	14	0.0000	0.9974
def-	14	0.0000	0.9974
ded	14	0.0000	0.9974
decrepit	14	0.0000	0.9974
dearie	14	0.0000	0.9974
cytosol	14	0.0000	0.9974
cuss	14	0.0000	0.9974
crossbar	14	0.0000	0.9974
crescendo	14	0.0000	0.9974
crème	14	0.0000	0.9974
cra	14	0.0000	0.9974
coy	14	0.0000	0.9974
covert	14	0.0000	0.9974
coursepack	14	0.0000	0.9974
cortisone	14	0.0000	0.9974
corroborate	14	0.0000	0.9974
corpse	14	0.0000	0.9974
cornflour	14	0.0000	0.9974
corkscrew	14	0.0000	0.9974
cop-killer	14	0.0000	0.9974
co-payment	14	0.0000	0.9974
controllable	14	0.0000	0.9974
constriction	14	0.0000	0.9974
consign	14	0.0000	0.9974
congeal	14	0.0000	0.9974
conformation	14	0.0000	0.9974
conformance	14	0.0000	0.9974
confinement	14	0.0000	0.9974
confidence-building	14	0.0000	0.9974
confectioner	14	0.0000	0.9974
conciliatory	14	0.0000	0.9974
conciliation	14	0.0000	0.9974
computerise	14	0.0000	0.9974
commotion	14	0.0000	0.9974
colonialism	14	0.0000	0.9974
collier	14	0.0000	0.9974
collaborator	14	0.0000	0.9974
cognitively	14	0.0000	0.9974
cobweb	14	0.0000	0.9974
coalfield	14	0.0000	0.9974
clo	14	0.0000	0.9974
cle	14	0.0000	0.9974
clammy	14	0.0000	0.9974
cistern	14	0.0000	0.9974
cinder	14	0.0000	0.9974
churning	14	0.0000	0.9974
christ	14	0.0000	0.9974
chopper	14	0.0000	0.9974
chloroplast	14	0.0000	0.9974
chirality	14	0.0000	0.9974
chickenpox	14	0.0000	0.9974
chic	14	0.0000	0.9974
checkers	14	0.0000	0.9974
centromere	14	0.0000	0.9974
cellophane	14	0.0000	0.9974
cavalry	14	0.0000	0.9974
caustic	14	0.0000	0.9974
cataract	14	0.0000	0.9974
case-by-case	14	0.0000	0.9974
carving	14	0.0000	0.9974
cantina	14	0.0000	0.9974
candidly	14	0.0000	0.9974
cack	14	0.0000	0.9974
buster	14	0.0000	0.9974
brunt	14	0.0000	0.9974
brogue	14	0.0000	0.9974
bravery	14	0.0000	0.9974
bookkeeping	14	0.0000	0.9974
bolding	14	0.0000	0.9974
boarder	14	0.0000	0.9974
blurgh	14	0.0000	0.9974
blindly	14	0.0000	0.9974
blacklist	14	0.0000	0.9974
bl	14	0.0000	0.9974
biomedical	14	0.0000	0.9974
biggy	14	0.0000	0.9974
bestow	14	0.0000	0.9974
behoove	14	0.0000	0.9974
befriend	14	0.0000	0.9974
beehive	14	0.0000	0.9974
beca-	14	0.0000	0.9974
bawl	14	0.0000	0.9974
batty	14	0.0000	0.9974
battered	14	0.0000	0.9974
barmaster	14	0.0000	0.9974
barb	14	0.0000	0.9974
bakewell	14	0.0000	0.9974
bach	14	0.0000	0.9974
babby	14	0.0000	0.9974
axiomatic	14	0.0000	0.9974
auditory	14	0.0000	0.9974
audacity	14	0.0000	0.9974
at-	14	0.0000	0.9974
artistically	14	0.0000	0.9974
artefact	14	0.0000	0.9974
armoury	14	0.0000	0.9974
aristocratic	14	0.0000	0.9974
argumentative	14	0.0000	0.9974
arboretum	14	0.0000	0.9974
approachable	14	0.0000	0.9974
appraiser	14	0.0000	0.9974
appendicitis	14	0.0000	0.9974
antiseptic	14	0.0000	0.9974
anonymity	14	0.0000	0.9974
annexe	14	0.0000	0.9974
angular	14	0.0000	0.9974
and-	14	0.0000	0.9974
anaesthetist	14	0.0000	0.9974
anaemia	14	0.0000	0.9974
ampersand	14	0.0000	0.9974
ambulatory	14	0.0000	0.9974
allusion	14	0.0000	0.9974
all-party	14	0.0000	0.9974
allopolyploidy	14	0.0000	0.9974
alienation	14	0.0000	0.9974
algae	14	0.0000	0.9975
alcove	14	0.0000	0.9975
airstrip	14	0.0000	0.9975
aider	14	0.0000	0.9975
aggro	14	0.0000	0.9975
afresh	14	0.0000	0.9975
adrift	14	0.0000	0.9975
adjunct	14	0.0000	0.9975
adder	14	0.0000	0.9975
adaptor	14	0.0000	0.9975
acreage	14	0.0000	0.9975
abruptly	14	0.0000	0.9975
zig	13	0.0000	0.9975
wreak	13	0.0000	0.9975
wooded	13	0.0000	0.9975
wont	13	0.0000	0.9975
willpower	13	0.0000	0.9975
whopper	13	0.0000	0.9975
whoof	13	0.0000	0.9975
who-	13	0.0000	0.9975
whirlwind	13	0.0000	0.9975
whipping	13	0.0000	0.9975
whi-	13	0.0000	0.9975
wherewithal	13	0.0000	0.9975
whelk	13	0.0000	0.9975
westward	13	0.0000	0.9975
werewolf	13	0.0000	0.9975
weir	13	0.0000	0.9975
web-site	13	0.0000	0.9975
waxy	13	0.0000	0.9975
waster	13	0.0000	0.9975
walk-in	13	0.0000	0.9975
wager	13	0.0000	0.9975
vocab	13	0.0000	0.9975
venison	13	0.0000	0.9975
vender	13	0.0000	0.9975
utilitarian	13	0.0000	0.9975
urinate	13	0.0000	0.9975
upshot	13	0.0000	0.9975
unworthy	13	0.0000	0.9975
unprepared	13	0.0000	0.9975
unintentional	13	0.0000	0.9975
unintended	13	0.0000	0.9975
unfashionable	13	0.0000	0.9975
unelected	13	0.0000	0.9975
underpants	13	0.0000	0.9975
underlay	13	0.0000	0.9975
under-funding	13	0.0000	0.9975
undercurrent	13	0.0000	0.9975
undemocratic	13	0.0000	0.9975
unarmed	13	0.0000	0.9975
um-hum	13	0.0000	0.9975
turn-taking	13	0.0000	0.9975
turbulence	13	0.0000	0.9975
trestle	13	0.0000	0.9975
transact	13	0.0000	0.9975
trademark	13	0.0000	0.9975
tra-	13	0.0000	0.9975
toxicity	13	0.0000	0.9975
tote	13	0.0000	0.9975
totalitarian	13	0.0000	0.9975
top-	13	0.0000	0.9975
tiptoe	13	0.0000	0.9975
timescales	13	0.0000	0.9975
ticker	13	0.0000	0.9975
throwing	13	0.0000	0.9975
three-	13	0.0000	0.9975
thr-	13	0.0000	0.9975
thoughtfully	13	0.0000	0.9975
they-	13	0.0000	0.9975
thankyou	13	0.0000	0.9975
terry	13	0.0000	0.9975
terrifically	13	0.0000	0.9975
telephonist	13	0.0000	0.9975
synchronize	13	0.0000	0.9975
sycamore	13	0.0000	0.9975
