Spoken	Count	Coverage	Cummulative
visibly	17	0.0000	0.9965
veterinarian	17	0.0000	0.9965
urn	17	0.0000	0.9965
uptake	17	0.0000	0.9965
upholstery	17	0.0000	0.9965
unwell	17	0.0000	0.9965
untoward	17	0.0000	0.9966
uninformed	17	0.0000	0.9966
unbearable	17	0.0000	0.9966
unambiguous	17	0.0000	0.9966
two-and-a-half	17	0.0000	0.9966
turret	17	0.0000	0.9966
tummyache	17	0.0000	0.9966
trinity	17	0.0000	0.9966
triglyceride	17	0.0000	0.9966
transfiguration	17	0.0000	0.9966
transferable	17	0.0000	0.9966
toolbar	17	0.0000	0.9966
tiresome	17	0.0000	0.9966
tidal	17	0.0000	0.9966
tickly	17	0.0000	0.9966
taster	17	0.0000	0.9966
talker	17	0.0000	0.9966
swish	17	0.0000	0.9966
suture	17	0.0000	0.9966
supervised	17	0.0000	0.9966
sunburn	17	0.0000	0.9966
suggestive	17	0.0000	0.9966
subversive	17	0.0000	0.9966
sub-section	17	0.0000	0.9966
sub-directory	17	0.0000	0.9966
stucco	17	0.0000	0.9966
strobe	17	0.0000	0.9966
stripy	17	0.0000	0.9966
strife	17	0.0000	0.9966
strenuously	17	0.0000	0.9966
stopwatch	17	0.0000	0.9966
stoppage	17	0.0000	0.9966
starboard	17	0.0000	0.9966
staggered	17	0.0000	0.9966
spencer	17	0.0000	0.9966
speciation	17	0.0000	0.9966
spaniel	17	0.0000	0.9966
sortie	17	0.0000	0.9966
solute	17	0.0000	0.9966
solitude	17	0.0000	0.9966
socio-economic	17	0.0000	0.9966
societal	17	0.0000	0.9966
snicker	17	0.0000	0.9966
snare	17	0.0000	0.9966
smuggler	17	0.0000	0.9966
slender	17	0.0000	0.9966
sleet	17	0.0000	0.9966
sizzle	17	0.0000	0.9966
siesta	17	0.0000	0.9966
shrew	17	0.0000	0.9966
sheaf	17	0.0000	0.9966
shambles	17	0.0000	0.9966
shading	17	0.0000	0.9966
serviceable	17	0.0000	0.9966
septum	17	0.0000	0.9966
selfishness	17	0.0000	0.9966
self-contained	17	0.0000	0.9966
sedimentary	17	0.0000	0.9966
seconded	17	0.0000	0.9966
scrumpy	17	0.0000	0.9966
schoolchildren	17	0.0000	0.9966
schizophrenia	17	0.0000	0.9966
savoury	17	0.0000	0.9966
rugged	17	0.0000	0.9966
ruby	17	0.0000	0.9966
roundtable	17	0.0000	0.9966
rou	17	0.0000	0.9966
rollover	17	0.0000	0.9966
righto	17	0.0000	0.9966
rift	17	0.0000	0.9966
rewire	17	0.0000	0.9966
revere	17	0.0000	0.9966
reserved	17	0.0000	0.9966
resentful	17	0.0000	0.9966
reprocess	17	0.0000	0.9966
reprisal	17	0.0000	0.9966
repressed	17	0.0000	0.9966
repossessed	17	0.0000	0.9966
renowned	17	0.0000	0.9966
reminiscent	17	0.0000	0.9966
relinquish	17	0.0000	0.9966
relentless	17	0.0000	0.9966
rejoin	17	0.0000	0.9966
regrettable	17	0.0000	0.9966
refinery	17	0.0000	0.9966
recital	17	0.0000	0.9966
ratty	17	0.0000	0.9966
randomize	17	0.0000	0.9966
radish	17	0.0000	0.9966
radiologist	17	0.0000	0.9966
ra-	17	0.0000	0.9966
quiver	17	0.0000	0.9966
quirk	17	0.0000	0.9966
qu-	17	0.0000	0.9966
puberty	17	0.0000	0.9966
psychotic	17	0.0000	0.9966
psalm	17	0.0000	0.9966
prudence	17	0.0000	0.9966
providing	17	0.0000	0.9966
protected	17	0.0000	0.9966
protease	17	0.0000	0.9966
propriety	17	0.0000	0.9966
propel	17	0.0000	0.9966
prolific	17	0.0000	0.9966
privatised	17	0.0000	0.9966
pressurise	17	0.0000	0.9966
precis	17	0.0000	0.9966
pragmatist	17	0.0000	0.9966
poppadom	17	0.0000	0.9966
pontificate	17	0.0000	0.9966
polisher	17	0.0000	0.9966
plunk	17	0.0000	0.9966
playtime	17	0.0000	0.9966
phenomenally	17	0.0000	0.9966
peter	17	0.0000	0.9966
peseta	17	0.0000	0.9966
personification	17	0.0000	0.9966
penal	17	0.0000	0.9966
peacock	17	0.0000	0.9966
peacekeeper	17	0.0000	0.9966
patronize	17	0.0000	0.9966
pate	17	0.0000	0.9966
parody	17	0.0000	0.9966
paralysis	17	0.0000	0.9966
oxidation	17	0.0000	0.9966
overtly	17	0.0000	0.9966
overkill	17	0.0000	0.9966
overcoat	17	0.0000	0.9966
ovation	17	0.0000	0.9966
outdoorsy	17	0.0000	0.9966
outdated	17	0.0000	0.9966
ouchies	17	0.0000	0.9966
opposed	17	0.0000	0.9966
on-site	17	0.0000	0.9966
one-thirty	17	0.0000	0.9966
ohh	17	0.0000	0.9966
obscenity	17	0.0000	0.9966
noth	17	0.0000	0.9966
nosey	17	0.0000	0.9966
non-profit	17	0.0000	0.9966
nit	17	0.0000	0.9966
ninety-	17	0.0000	0.9966
niggle	17	0.0000	0.9966
nifty	17	0.0000	0.9966
neuropathy	17	0.0000	0.9966
negotiable	17	0.0000	0.9966
needlepoint	17	0.0000	0.9966
naturalist	17	0.0000	0.9966
muzzle	17	0.0000	0.9966
multimedia	17	0.0000	0.9966
motherhood	17	0.0000	0.9966
monstrous	17	0.0000	0.9966
molten	17	0.0000	0.9966
modular	17	0.0000	0.9966
mitochondrion	17	0.0000	0.9966
misconstrue	17	0.0000	0.9966
miocenia	17	0.0000	0.9966
minimise	17	0.0000	0.9966
mingle	17	0.0000	0.9966
midget	17	0.0000	0.9966
mid-afternoon	17	0.0000	0.9966
methodological	17	0.0000	0.9966
materially	17	0.0000	0.9966
mascot	17	0.0000	0.9966
marquee	17	0.0000	0.9967
mainsheet	17	0.0000	0.9967
maggot	17	0.0000	0.9967
macrophage	17	0.0000	0.9967
lookout	17	0.0000	0.9967
locale	17	0.0000	0.9967
livid	17	0.0000	0.9967
liturgy	17	0.0000	0.9967
lichen	17	0.0000	0.9967
legalization	17	0.0000	0.9967
latency	17	0.0000	0.9967
lambda	17	0.0000	0.9967
kiwi	17	0.0000	0.9967
jokingly	17	0.0000	0.9967
jasmine	17	0.0000	0.9967
ish	17	0.0000	0.9967
invader	17	0.0000	0.9967
intuitively	17	0.0000	0.9967
intimidating	17	0.0000	0.9967
interrogate	17	0.0000	0.9967
int-	17	0.0000	0.9967
inspirational	17	0.0000	0.9967
inquest	17	0.0000	0.9967
in-patient	17	0.0000	0.9967
innovator	17	0.0000	0.9967
infrequent	17	0.0000	0.9967
indemnity	17	0.0000	0.9967
indebted	17	0.0000	0.9967
ind	17	0.0000	0.9967
incontinent	17	0.0000	0.9967
inception	17	0.0000	0.9967
incarcerate	17	0.0000	0.9967
inbreed	17	0.0000	0.9967
inactive	17	0.0000	0.9967
ie	17	0.0000	0.9967
hypothermia	17	0.0000	0.9967
hoovering	17	0.0000	0.9967
honeysuckle	17	0.0000	0.9967
honeybee	17	0.0000	0.9967
holocaust	17	0.0000	0.9967
hindrance	17	0.0000	0.9967
hick	17	0.0000	0.9967
herald	17	0.0000	0.9967
hedgerow	17	0.0000	0.9967
headless	17	0.0000	0.9967
harem	17	0.0000	0.9967
hang-up	17	0.0000	0.9967
half-past	17	0.0000	0.9967
hairbrush	17	0.0000	0.9967
haggle	17	0.0000	0.9967
gunge	17	0.0000	0.9967
gunfire	17	0.0000	0.9967
gs	17	0.0000	0.9967
gong	17	0.0000	0.9967
gleam	17	0.0000	0.9967
gamekeeper	17	0.0000	0.9967
fulltime	17	0.0000	0.9967
fourish	17	0.0000	0.9967
ford	17	0.0000	0.9967
folklore	17	0.0000	0.9967
folio	17	0.0000	0.9967
flexitime	17	0.0000	0.9967
fledge	17	0.0000	0.9967
fixation	17	0.0000	0.9967
feeler	17	0.0000	0.9967
exp	17	0.0000	0.9967
exhaustion	17	0.0000	0.9967
evasive	17	0.0000	0.9967
ether	17	0.0000	0.9967
esoteric	17	0.0000	0.9967
equaliser	17	0.0000	0.9967
entertainer	17	0.0000	0.9967
enlarged	17	0.0000	0.9967
encroachment	17	0.0000	0.9967
emphatically	17	0.0000	0.9967
e-mailing	17	0.0000	0.9967
elapse	17	0.0000	0.9967
eighty-year-old	17	0.0000	0.9967
edgy	17	0.0000	0.9967
easement	17	0.0000	0.9967
earhole	17	0.0000	0.9967
dumper	17	0.0000	0.9967
dressmaker	17	0.0000	0.9967
dizziness	17	0.0000	0.9967
divisibility	17	0.0000	0.9967
dishes	17	0.0000	0.9967
discouraging	17	0.0000	0.9967
disarm	17	0.0000	0.9967
dipper	17	0.0000	0.9967
dinky	17	0.0000	0.9967
dilate	17	0.0000	0.9967
digression	17	0.0000	0.9967
devious	17	0.0000	0.9967
detest	17	0.0000	0.9967
determinism	17	0.0000	0.9967
dermatologist	17	0.0000	0.9967
deregulate	17	0.0000	0.9967
demob	17	0.0000	0.9967
deluxe	17	0.0000	0.9967
deadwood	17	0.0000	0.9967
dangerously	17	0.0000	0.9967
damper	17	0.0000	0.9967
cytochrome	17	0.0000	0.9967
cut-out	17	0.0000	0.9967
crumple	17	0.0000	0.9967
cove	17	0.0000	0.9967
corrugate	17	0.0000	0.9967
corporal	17	0.0000	0.9967
convalesce	17	0.0000	0.9967
conurbation	17	0.0000	0.9967
constipate	17	0.0000	0.9967
concurrent	17	0.0000	0.9967
compressor	17	0.0000	0.9967
comp-	17	0.0000	0.9967
commemoration	17	0.0000	0.9967
commanding	17	0.0000	0.9967
columnist	17	0.0000	0.9967
coercion	17	0.0000	0.9967
cobble	17	0.0000	0.9967
clinically	17	0.0000	0.9967
cliché	17	0.0000	0.9967
cleanly	17	0.0000	0.9967
clad	17	0.0000	0.9967
choosing	17	0.0000	0.9967
chipmunk	17	0.0000	0.9967
check-off	17	0.0000	0.9967
chateau	17	0.0000	0.9967
caught	17	0.0000	0.9967
catarrh	17	0.0000	0.9967
castrate	17	0.0000	0.9967
caster	17	0.0000	0.9967
cartilage	17	0.0000	0.9967
carport	17	0.0000	0.9967
cardiovascular	17	0.0000	0.9967
carburetor	17	0.0000	0.9967
cantaloupe	17	0.0000	0.9967
burrow	17	0.0000	0.9967
buoy	17	0.0000	0.9967
bumf	17	0.0000	0.9967
budge	17	0.0000	0.9967
bridle	17	0.0000	0.9967
bourgeois	17	0.0000	0.9967
bothersome	17	0.0000	0.9967
bluebook	17	0.0000	0.9967
binomial	17	0.0000	0.9967
bifida	17	0.0000	0.9967
betterment	17	0.0000	0.9967
benzene	17	0.0000	0.9967
believable	17	0.0000	0.9967
begrudge	17	0.0000	0.9967
bearable	17	0.0000	0.9967
barmaid	17	0.0000	0.9967
banish	17	0.0000	0.9967
backslash	17	0.0000	0.9967
attendee	17	0.0000	0.9967
arranger	17	0.0000	0.9967
approved	17	0.0000	0.9967
anticlimax	17	0.0000	0.9967
anaphase	17	0.0000	0.9967
amorphous	17	0.0000	0.9967
amnesty	17	0.0000	0.9967
amazement	17	0.0000	0.9967
alkaline	17	0.0000	0.9967
airman	17	0.0000	0.9967
aghast	17	0.0000	0.9967
afoot	17	0.0000	0.9968
affidavit	17	0.0000	0.9968
abscess	17	0.0000	0.9968
aback	17	0.0000	0.9968
zillion	16	0.0000	0.9968
youngish	16	0.0000	0.9968
wring	16	0.0000	0.9968
wr	16	0.0000	0.9968
wide-ranging	16	0.0000	0.9968
wham	16	0.0000	0.9968
wen	16	0.0000	0.9968
wellington	16	0.0000	0.9968
was-	16	0.0000	0.9968
vulture	16	0.0000	0.9968
voodoo	16	0.0000	0.9968
viva	16	0.0000	0.9968
vindictive	16	0.0000	0.9968
vantage	16	0.0000	0.9968
vanity	16	0.0000	0.9968
urinal	16	0.0000	0.9968
uproot	16	0.0000	0.9968
up-	16	0.0000	0.9968
untouched	16	0.0000	0.9968
unskilled	16	0.0000	0.9968
unprotected	16	0.0000	0.9968
university-wide	16	0.0000	0.9968
unification	16	0.0000	0.9968
unequal	16	0.0000	0.9968
unconscionable	16	0.0000	0.9968
uhu	16	0.0000	0.9968
two-channel	16	0.0000	0.9968
twilight	16	0.0000	0.9968
turtleneck	16	0.0000	0.9968
tuner	16	0.0000	0.9968
tubby	16	0.0000	0.9968
trumps	16	0.0000	0.9968
trespass	16	0.0000	0.9968
trellis	16	0.0000	0.9968
trawl	16	0.0000	0.9968
trapped	16	0.0000	0.9968
totality	16	0.0000	0.9968
toothpick	16	0.0000	0.9968
toenail	16	0.0000	0.9968
toddle	16	0.0000	0.9968
tiredness	16	0.0000	0.9968
thunderbird	16	0.0000	0.9968
thumping	16	0.0000	0.9968
threesome	16	0.0000	0.9968
thrashing	16	0.0000	0.9968
third-grader	16	0.0000	0.9968
thematic	16	0.0000	0.9968
tether	16	0.0000	0.9968
testis	16	0.0000	0.9968
tempo	16	0.0000	0.9968
temping	16	0.0000	0.9968
temperamental	16	0.0000	0.9968
telesales	16	0.0000	0.9968
teethe	16	0.0000	0.9968
teabags	16	0.0000	0.9968
tabby	16	0.0000	0.9968
synthase	16	0.0000	0.9968
synod	16	0.0000	0.9968
synergy	16	0.0000	0.9968
swab	16	0.0000	0.9968
suspiciously	16	0.0000	0.9968
surveying	16	0.0000	0.9968
surcharge	16	0.0000	0.9968
suffix	16	0.0000	0.9968
subtest	16	0.0000	0.9968
subsection	16	0.0000	0.9968
subscript	16	0.0000	0.9968
streamlined	16	0.0000	0.9968
stockbroker	16	0.0000	0.9968
stiffen	16	0.0000	0.9968
sticking	16	0.0000	0.9968
stepson	16	0.0000	0.9968
steelworks	16	0.0000	0.9968
stealth	16	0.0000	0.9968
state-sponsor	16	0.0000	0.9968
squishy	16	0.0000	0.9968
springboard	16	0.0000	0.9968
sprayer	16	0.0000	0.9968
spina	16	0.0000	0.9968
soppy	16	0.0000	0.9968
softener	16	0.0000	0.9968
snowdrop	16	0.0000	0.9968
sneer	16	0.0000	0.9968
smudge	16	0.0000	0.9968
slosh	16	0.0000	0.9968
skylight	16	0.0000	0.9968
sixty-eight	16	0.0000	0.9968
sixtieth	16	0.0000	0.9968
sincerity	16	0.0000	0.9968
sidecar	16	0.0000	0.9968
shutdown	16	0.0000	0.9968
shou-	16	0.0000	0.9968
shoo	16	0.0000	0.9968
sheath	16	0.0000	0.9968
sender	16	0.0000	0.9968
seminary	16	0.0000	0.9968
self-help	16	0.0000	0.9968
seedy	16	0.0000	0.9968
secondment	16	0.0000	0.9968
scrunch	16	0.0000	0.9968
scruff	16	0.0000	0.9968
schoolwork	16	0.0000	0.9968
schooler	16	0.0000	0.9968
scheduled	16	0.0000	0.9968
scapegoat	16	0.0000	0.9968
salmonella	16	0.0000	0.9968
rulebook	16	0.0000	0.9968
ruffle	16	0.0000	0.9968
ropy	16	0.0000	0.9968
rightfully	16	0.0000	0.9968
ridicule	16	0.0000	0.9968
re-writes	16	0.0000	0.9968
retch	16	0.0000	0.9968
retailing	16	0.0000	0.9968
resumption	16	0.0000	0.9968
respected	16	0.0000	0.9968
reprieve	16	0.0000	0.9968
repentance	16	0.0000	0.9968
renege	16	0.0000	0.9968
remiss	16	0.0000	0.9968
regs	16	0.0000	0.9968
refit	16	0.0000	0.9968
reexamine	16	0.0000	0.9968
re-establish	16	0.0000	0.9968
reengage	16	0.0000	0.9968
recyclables	16	0.0000	0.9968
recuse	16	0.0000	0.9968
recharg	16	0.0000	0.9968
receivership	16	0.0000	0.9968
rebellious	16	0.0000	0.9968
reassessment	16	0.0000	0.9968
realign	16	0.0000	0.9968
readership	16	0.0000	0.9968
rationally	16	0.0000	0.9968
rationality	16	0.0000	0.9968
rateable	16	0.0000	0.9968
rarity	16	0.0000	0.9968
rah	16	0.0000	0.9968
quinine	16	0.0000	0.9968
quake	16	0.0000	0.9968
quadrant	16	0.0000	0.9968
purge	16	0.0000	0.9968
pulp	16	0.0000	0.9968
pry	16	0.0000	0.9968
prowess	16	0.0000	0.9968
proudly	16	0.0000	0.9968
pronouncement	16	0.0000	0.9968
prologue	16	0.0000	0.9968
profusely	16	0.0000	0.9968
priceless	16	0.0000	0.9968
pri-	16	0.0000	0.9968
pri	16	0.0000	0.9968
preposition	16	0.0000	0.9968
premises	16	0.0000	0.9968
premiere	16	0.0000	0.9968
predate	16	0.0000	0.9968
prance	16	0.0000	0.9968
post-modernism	16	0.0000	0.9968
pope	16	0.0000	0.9968
pontoon	16	0.0000	0.9968
polypeptide	16	0.0000	0.9968
plumb	16	0.0000	0.9968
plaid	16	0.0000	0.9968
pitching	16	0.0000	0.9968
pistachio	16	0.0000	0.9968
physios	16	0.0000	0.9968
phenotype	16	0.0000	0.9968
pharmaceuticals	16	0.0000	0.9968
petticoat	16	0.0000	0.9968
personable	16	0.0000	0.9968
permutation	16	0.0000	0.9969
perishable	16	0.0000	0.9969
pensionable	16	0.0000	0.9969
patently	16	0.0000	0.9969
passageway	16	0.0000	0.9969
pas	16	0.0000	0.9969
parse	16	0.0000	0.9969
overflight	16	0.0000	0.9969
overcast	16	0.0000	0.9969
outlay	16	0.0000	0.9969
outdo	16	0.0000	0.9969
oust	16	0.0000	0.9969
optimist	16	0.0000	0.9969
odor	16	0.0000	0.9969
observant	16	0.0000	0.9969
objectivism	16	0.0000	0.9969
numeric	16	0.0000	0.9969
numen	16	0.0000	0.9969
nudity	16	0.0000	0.9969
not-	16	0.0000	0.9969
norm-referenced	16	0.0000	0.9969
non-starter	16	0.0000	0.9969
non-calculator	16	0.0000	0.9969
night-time	16	0.0000	0.9969
nightdress	16	0.0000	0.9969
newt	16	0.0000	0.9969
newsworthy	16	0.0000	0.9969
neuron	16	0.0000	0.9969
munitions	16	0.0000	0.9969
muffler	16	0.0000	0.9969
motivator	16	0.0000	0.9969
mockery	16	0.0000	0.9969
misjudge	16	0.0000	0.9969
mishap	16	0.0000	0.9969
misbehave	16	0.0000	0.9969
miraculously	16	0.0000	0.9969
mini-test	16	0.0000	0.9969
mindless	16	0.0000	0.9969
mercenary	16	0.0000	0.9969
mentore	16	0.0000	0.9969
megs	16	0.0000	0.9969
meddle	16	0.0000	0.9969
maze	16	0.0000	0.9969
materialise	16	0.0000	0.9969
mantelpiece	16	0.0000	0.9969
manhole	16	0.0000	0.9969
malicious	16	0.0000	0.9969
malfunction	16	0.0000	0.9969
malate	16	0.0000	0.9969
mailshot	16	0.0000	0.9969
machine-graded	16	0.0000	0.9969
lymph	16	0.0000	0.9969
low-key	16	0.0000	0.9969
lout	16	0.0000	0.9969
lolly	16	0.0000	0.9969
linesman	16	0.0000	0.9969
line-item	16	0.0000	0.9969
lifespan	16	0.0000	0.9969
lifeblood	16	0.0000	0.9969
legendary	16	0.0000	0.9969
leaver	16	0.0000	0.9969
laden	16	0.0000	0.9969
knowingly	16	0.0000	0.9969
jade	16	0.0000	0.9969
irritable	16	0.0000	0.9969
irrigation	16	0.0000	0.9969
irreducible	16	0.0000	0.9969
introns	16	0.0000	0.9969
inter-personal	16	0.0000	0.9969
intercollegiate	16	0.0000	0.9969
instantiate	16	0.0000	0.9969
inscription	16	0.0000	0.9969
inelastic	16	0.0000	0.9969
industrialize	16	0.0000	0.9969
indoctrinate	16	0.0000	0.9969
indignant	16	0.0000	0.9969
indigent	16	0.0000	0.9969
index-linked	16	0.0000	0.9969
inbox	16	0.0000	0.9969
inadmissible	16	0.0000	0.9969
impropriety	16	0.0000	0.9969
impregnate	16	0.0000	0.9969
impoverished	16	0.0000	0.9969
implicate	16	0.0000	0.9969
immunology	16	0.0000	0.9969
immortal	16	0.0000	0.9969
immediacy	16	0.0000	0.9969
illumination	16	0.0000	0.9969
idealism	16	0.0000	0.9969
icicle	16	0.0000	0.9969
hypnosis	16	0.0000	0.9969
hyperbolic	16	0.0000	0.9969
hydro	16	0.0000	0.9969
hyacinth	16	0.0000	0.9969
hou-	16	0.0000	0.9969
hooter	16	0.0000	0.9969
hol	16	0.0000	0.9969
herbicide	16	0.0000	0.9969
heartbreaking	16	0.0000	0.9969
headway	16	0.0000	0.9969
headship	16	0.0000	0.9969
hardened	16	0.0000	0.9969
har-	16	0.0000	0.9969
half-term	16	0.0000	0.9969
hairdressing	16	0.0000	0.9969
guttering	16	0.0000	0.9969
guru	16	0.0000	0.9969
gull	16	0.0000	0.9969
gravitate	16	0.0000	0.9969
grandstand	16	0.0000	0.9969
glacier	16	0.0000	0.9969
get-	16	0.0000	0.9969
galley	16	0.0000	0.9969
fundholders	16	0.0000	0.9969
frosting	16	0.0000	0.9969
frisbee	16	0.0000	0.9969
freighter	16	0.0000	0.9969
foregone	16	0.0000	0.9969
forage	16	0.0000	0.9969
foolishly	16	0.0000	0.9969
flippant	16	0.0000	0.9969
flashy	16	0.0000	0.9969
flan	16	0.0000	0.9969
flagship	16	0.0000	0.9969
five-hundred	16	0.0000	0.9969
favourably	16	0.0000	0.9969
favorably	16	0.0000	0.9969
fallout	16	0.0000	0.9969
fable	16	0.0000	0.9969
ex-patriots	16	0.0000	0.9969
exodus	16	0.0000	0.9969
exhilarate	16	0.0000	0.9969
equalise	16	0.0000	0.9969
epithelium	16	0.0000	0.9969
entrust	16	0.0000	0.9969
enthusiastically	16	0.0000	0.9969
enshrine	16	0.0000	0.9969
ensemble	16	0.0000	0.9969
enquiring	16	0.0000	0.9969
enema	16	0.0000	0.9969
encumber	16	0.0000	0.9969
enclave	16	0.0000	0.9969
ember	16	0.0000	0.9969
elongate	16	0.0000	0.9969
electrocute	16	0.0000	0.9969
ec	16	0.0000	0.9969
eas	16	0.0000	0.9969
earwig	16	0.0000	0.9969
duel	16	0.0000	0.9969
dual-command	16	0.0000	0.9969
dressing	16	0.0000	0.9969
downplay	16	0.0000	0.9969
double-sided	16	0.0000	0.9969
dominion	16	0.0000	0.9969
dollop	16	0.0000	0.9969
doggone	16	0.0000	0.9969
does-	16	0.0000	0.9969
disturbed	16	0.0000	0.9969
dispenser	16	0.0000	0.9969
disarmament	16	0.0000	0.9969
diligently	16	0.0000	0.9969
didn	16	0.0000	0.9969
did-	16	0.0000	0.9969
detonator	16	0.0000	0.9969
detargeting	16	0.0000	0.9969
detachment	16	0.0000	0.9969
desirability	16	0.0000	0.9969
deserving	16	0.0000	0.9969
dentistry	16	0.0000	0.9969
demoralize	16	0.0000	0.9969
deliverables	16	0.0000	0.9969
decimate	16	0.0000	0.9969
daze	16	0.0000	0.9969
daresay	16	0.0000	0.9969
dagger	16	0.0000	0.9970
cutie	16	0.0000	0.9970
customarily	16	0.0000	0.9970
cussing	16	0.0000	0.9970
curfew	16	0.0000	0.9970
crucially	16	0.0000	0.9970
crome	16	0.0000	0.9970
crave	16	0.0000	0.9970
crass	16	0.0000	0.9970
cover-up	16	0.0000	0.9970
corrective	16	0.0000	0.9970
cordy	16	0.0000	0.9970
cooperatively	16	0.0000	0.9970
conjugate	16	0.0000	0.9970
confide	16	0.0000	0.9970
conduction	16	0.0000	0.9970
concordance	16	0.0000	0.9970
concerto	16	0.0000	0.9970
comprehensively	16	0.0000	0.9970
compiler	16	0.0000	0.9970
coexist	16	0.0000	0.9970
clearinghouse	16	0.0000	0.9970
claret	16	0.0000	0.9970
chrome	16	0.0000	0.9970
chromatid	16	0.0000	0.9970
cherub	16	0.0000	0.9970
cheeseburger	16	0.0000	0.9970
charger	16	0.0000	0.9970
characteristically	16	0.0000	0.9970
cautiously	16	0.0000	0.9970
causality	16	0.0000	0.9970
categorise	16	0.0000	0.9970
carrying	16	0.0000	0.9970
caricature	16	0.0000	0.9970
carbocation	16	0.0000	0.9970
capacitor	16	0.0000	0.9970
canning	16	0.0000	0.9970
candlestick	16	0.0000	0.9970
calmly	16	0.0000	0.9970
calculated	16	0.0000	0.9970
cadet	16	0.0000	0.9970
buttermilk	16	0.0000	0.9970
busily	16	0.0000	0.9970
bulldoze	16	0.0000	0.9970
bulimia	16	0.0000	0.9970
brutally	16	0.0000	0.9970
bribery	16	0.0000	0.9970
breeder	16	0.0000	0.9970
boutique	16	0.0000	0.9970
bollocking	16	0.0000	0.9970
blackleg	16	0.0000	0.9970
billy	16	0.0000	0.9970
bedrock	16	0.0000	0.9970
bec-	16	0.0000	0.9970
barefoot	16	0.0000	0.9970
ballad	16	0.0000	0.9970
backtrack	16	0.0000	0.9970
backdate	16	0.0000	0.9970
avant-garde	16	0.0000	0.9970
attorney-client	16	0.0000	0.9970
attempted	16	0.0000	0.9970
astonishment	16	0.0000	0.9970
asexual	16	0.0000	0.9970
arsenic	16	0.0000	0.9970
armored	16	0.0000	0.9970
ante	16	0.0000	0.9970
annotate	16	0.0000	0.9970
analogous	16	0.0000	0.9970
amphibious	16	0.0000	0.9970
altruistic	16	0.0000	0.9970
all-cargo	16	0.0000	0.9970
ahhh	16	0.0000	0.9970
adrenal	16	0.0000	0.9970
admiral	16	0.0000	0.9970
acknowledgment	16	0.0000	0.9970
accomplished	16	0.0000	0.9970
acclimate	16	0.0000	0.9970
abo-	16	0.0000	0.9970
worktop	15	0.0000	0.9970
winkle	15	0.0000	0.9970
willies	15	0.0000	0.9970
wholesome	15	0.0000	0.9970
whee	15	0.0000	0.9970
well-established	15	0.0000	0.9970
weasel	15	0.0000	0.9970
washed-over	15	0.0000	0.9970
warlord	15	0.0000	0.9970
wane	15	0.0000	0.9970
waitressing	15	0.0000	0.9970
vindicate	15	0.0000	0.9970
veterinary	15	0.0000	0.9970
vapour	15	0.0000	0.9970
valet	15	0.0000	0.9970
unplanned	15	0.0000	0.9970
unleaded	15	0.0000	0.9970
unintentionally	15	0.0000	0.9970
unease	15	0.0000	0.9970
underpass	15	0.0000	0.9970
unconventional	15	0.0000	0.9970
uncontrolled	15	0.0000	0.9970
uncanny	15	0.0000	0.9970
uh-oh	15	0.0000	0.9970
uh-	15	0.0000	0.9970
typographical	15	0.0000	0.9970
typhoon	15	0.0000	0.9970
tv	15	0.0000	0.9970
tubing	15	0.0000	0.9970
tripartite	15	0.0000	0.9970
tri	15	0.0000	0.9970
tramcar	15	0.0000	0.9970
torn	15	0.0000	0.9970
tole	15	0.0000	0.9970
tog	15	0.0000	0.9970
tock	15	0.0000	0.9970
toboggan	15	0.0000	0.9970
tiling	15	0.0000	0.9970
throughput	15	0.0000	0.9970
three-point	15	0.0000	0.9970
theatrical	15	0.0000	0.9970
testimonial	15	0.0000	0.9970
teleconference	15	0.0000	0.9970
telecom	15	0.0000	0.9970
teeter	15	0.0000	0.9970
technologist	15	0.0000	0.9970
technologically	15	0.0000	0.9970
teaspoonful	15	0.0000	0.9970
tea-bag	15	0.0000	0.9970
tassel	15	0.0000	0.9970
take-up	15	0.0000	0.9970
tacit	15	0.0000	0.9970
superstar	15	0.0000	0.9970
superfluous	15	0.0000	0.9970
sumo	15	0.0000	0.9970
styling	15	0.0000	0.9970
stu-	15	0.0000	0.9970
structuralist	15	0.0000	0.9970
stout	15	0.0000	0.9970
stormy	15	0.0000	0.9970
stinky	15	0.0000	0.9970
stile	15	0.0000	0.9970
sti	15	0.0000	0.9970
stewardess	15	0.0000	0.9970
spurious	15	0.0000	0.9970
sporadic	15	0.0000	0.9970
splint	15	0.0000	0.9970
spin-off	15	0.0000	0.9970
spender	15	0.0000	0.9970
speck	15	0.0000	0.9970
specialization	15	0.0000	0.9970
spam	15	0.0000	0.9970
somersault	15	0.0000	0.9970
sniper	15	0.0000	0.9970
snipe	15	0.0000	0.9970
sissy	15	0.0000	0.9970
singularly	15	0.0000	0.9970
sign-up	15	0.0000	0.9970
signalman	15	0.0000	0.9970
shyness	15	0.0000	0.9970
shocker	15	0.0000	0.9970
shekel	15	0.0000	0.9970
sharpness	15	0.0000	0.9970
sham	15	0.0000	0.9970
sexism	15	0.0000	0.9970
seeker	15	0.0000	0.9970
secluded	15	0.0000	0.9970
seasoned	15	0.0000	0.9970
scrutinize	15	0.0000	0.9970
screwy	15	0.0000	0.9970
sc-	15	0.0000	0.9970
savour	15	0.0000	0.9970
sats	15	0.0000	0.9970
salesperson	15	0.0000	0.9970
safari	15	0.0000	0.9970
runaway	15	0.0000	0.9970
